,coco_url,crop_area,crop_type,obj_id,true_bbox,true_class,pred,pred_bbox,pred_class,relative_size_pred,relative_size_true
0,http://images.cocodataset.org/val2017/000000462614.jpg,"[70, 172, 224, 224]",centr,20490.0,"[57, 68, 109, 87]",64.0,94.38990950584412,"[61, 81, 97, 70]",pottedplant,2.1740522540983607,3.036308913934426
1,http://images.cocodataset.org/val2017/000000462614.jpg,"[127, 240, 224, 224]",top_L,20490.0,"[0, 0, 109, 87]",64.0,,,,,3.036308913934426
2,http://images.cocodataset.org/val2017/000000462614.jpg,"[12, 240, 224, 224]",top_R,20490.0,"[115, 0, 109, 87]",64.0,,,,,3.036308913934426
3,http://images.cocodataset.org/val2017/000000462614.jpg,"[127, 103, 224, 224]",bot_L,20490.0,"[0, 137, 109, 87]",64.0,97.0518410205841,"[2, 148, 103, 73]",pottedplant,2.4074667008196724,3.036308913934426
4,http://images.cocodataset.org/val2017/000000462614.jpg,"[12, 103, 224, 224]",bot_R,20490.0,"[115, 137, 109, 87]",64.0,95.94894647598268,"[115, 147, 104, 73]",pottedplant,2.4308401639344264,3.036308913934426
5,http://images.cocodataset.org/val2017/000000491216.jpg,"[114, 96, 224, 224]",centr,26288.0,"[93, 75, 39, 74]",64.0,76.12937688827515,"[92, 69, 35, 81]",pottedplant,0.9077228483606558,0.9240522540983607
6,http://images.cocodataset.org/val2017/000000491216.jpg,"[207, 171, 224, 224]",top_L,26288.0,"[0, 0, 39, 74]",64.0,61.82184815406799,"[1, 0, 36, 73]",pottedplant,0.8414446721311475,0.9240522540983607
7,http://images.cocodataset.org/val2017/000000491216.jpg,"[22, 171, 224, 224]",top_R,26288.0,"[185, 0, 39, 74]",64.0,,,,,0.9240522540983607
8,http://images.cocodataset.org/val2017/000000491216.jpg,"[207, 21, 224, 224]",bot_L,26288.0,"[0, 150, 39, 74]",64.0,70.03153562545776,"[0, 148, 38, 75]",pottedplant,0.9125256147540983,0.9240522540983607
9,http://images.cocodataset.org/val2017/000000491216.jpg,"[22, 21, 224, 224]",bot_R,26288.0,"[185, 150, 39, 74]",64.0,,,,,0.9240522540983607
10,http://images.cocodataset.org/val2017/000000491216.jpg,"[144, 109, 224, 224]",centr,27879.0,"[92, 89, 39, 46]",64.0,,,,,0.5744108606557377
11,http://images.cocodataset.org/val2017/000000491216.jpg,"[236, 198, 224, 224]",top_L,27879.0,"[0, 0, 39, 46]",64.0,,,,,0.5744108606557377
12,http://images.cocodataset.org/val2017/000000491216.jpg,"[51, 198, 224, 224]",top_R,27879.0,"[185, 0, 39, 46]",64.0,92.82361268997192,"[187, 1, 28, 44]",pottedplant,0.39446721311475413,0.5744108606557377
13,http://images.cocodataset.org/val2017/000000491216.jpg,"[236, 20, 224, 224]",bot_L,27879.0,"[0, 178, 39, 46]",64.0,,,,,0.5744108606557377
14,http://images.cocodataset.org/val2017/000000491216.jpg,"[51, 20, 224, 224]",bot_R,27879.0,"[185, 178, 39, 46]",64.0,,,,,0.5744108606557377
15,http://images.cocodataset.org/val2017/000000440475.jpg,"[200, 92, 224, 224]",centr,33192.0,"[63, 81, 99, 61]",72.0,97.6336121559143,"[64, 82, 95, 58]",tv,1.7642161885245902,1.93359375
16,http://images.cocodataset.org/val2017/000000440475.jpg,"[263, 173, 224, 224]",top_L,33192.0,"[0, 0, 99, 61]",72.0,97.00168371200562,"[4, 3, 89, 54]",tv,1.5388063524590163,1.93359375
17,http://images.cocodataset.org/val2017/000000440475.jpg,"[138, 173, 224, 224]",top_R,33192.0,"[125, 0, 99, 61]",72.0,79.59545254707336,"[128, 2, 90, 55]",tv,1.5849129098360657,1.93359375
18,http://images.cocodataset.org/val2017/000000440475.jpg,"[263, 10, 224, 224]",bot_L,33192.0,"[0, 163, 99, 61]",72.0,82.5888454914093,"[1, 164, 95, 56]",tv,1.7033811475409837,1.93359375
19,http://images.cocodataset.org/val2017/000000440475.jpg,"[138, 10, 224, 224]",bot_R,33192.0,"[125, 163, 99, 61]",72.0,91.1788046360016,"[122, 165, 95, 53]",tv,1.6121285860655736,1.93359375
20,http://images.cocodataset.org/val2017/000000017178.jpg,"[292, 109, 224, 224]",centr,54220.0,"[83, 65, 58, 94]",19.0,99.2218255996704,"[75, 61, 67, 93]",horse,1.9950691598360655,1.7456454918032789
21,http://images.cocodataset.org/val2017/000000017178.jpg,"[375, 174, 224, 224]",top_L,54220.0,"[0, 0, 58, 94]",19.0,85.33930778503418,"[2, 3, 55, 82]",horse,1.444031762295082,1.7456454918032789
22,http://images.cocodataset.org/val2017/000000017178.jpg,"[209, 174, 224, 224]",top_R,54220.0,"[166, 0, 58, 94]",19.0,94.4030463695526,"[148, 1, 72, 88]",horse,2.028688524590164,1.7456454918032789
23,http://images.cocodataset.org/val2017/000000017178.jpg,"[375, 44, 224, 224]",bot_L,54220.0,"[0, 130, 58, 94]",19.0,98.68387579917908,"[-1, 118, 60, 100]",horse,1.9211065573770492,1.7456454918032789
24,http://images.cocodataset.org/val2017/000000017178.jpg,"[209, 44, 224, 224]",bot_R,54220.0,"[166, 130, 58, 94]",19.0,88.66329789161682,"[147, 119, 73, 100]",horse,2.33734631147541,1.7456454918032789
25,http://images.cocodataset.org/val2017/000000017178.jpg,"[240, 99, 224, 224]",centr,57131.0,"[88, 62, 49, 100]",19.0,98.68499040603638,"[90, 61, 49, 103]",horse,1.6159707991803278,1.5689036885245902
26,http://images.cocodataset.org/val2017/000000017178.jpg,"[328, 161, 224, 224]",top_L,57131.0,"[0, 0, 49, 100]",19.0,98.6219882965088,"[2, 4, 50, 92]",horse,1.4728483606557379,1.5689036885245902
27,http://images.cocodataset.org/val2017/000000017178.jpg,"[153, 161, 224, 224]",top_R,57131.0,"[175, 0, 49, 100]",19.0,98.04577231407166,"[176, 1, 49, 104]",horse,1.6316598360655736,1.5689036885245902
28,http://images.cocodataset.org/val2017/000000017178.jpg,"[328, 37, 224, 224]",bot_L,57131.0,"[0, 124, 49, 100]",19.0,98.07679653167725,"[2, 126, 50, 95]",horse,1.520876024590164,1.5689036885245902
29,http://images.cocodataset.org/val2017/000000017178.jpg,"[153, 37, 224, 224]",bot_R,57131.0,"[175, 124, 49, 100]",19.0,98.83095622062685,"[176, 127, 47, 95]",horse,1.429623463114754,1.5689036885245902
30,http://images.cocodataset.org/val2017/000000017178.jpg,"[173, 106, 224, 224]",centr,58138.0,"[83, 95, 58, 33]",19.0,98.52644205093384,"[84, 93, 54, 36]",horse,0.6224385245901639,0.6128329918032787
31,http://images.cocodataset.org/val2017/000000017178.jpg,"[256, 201, 224, 224]",top_L,58138.0,"[0, 0, 58, 33]",19.0,73.9605188369751,"[3, 0, 54, 36]",horse,0.6224385245901639,0.6128329918032787
32,http://images.cocodataset.org/val2017/000000017178.jpg,"[90, 201, 224, 224]",top_R,58138.0,"[166, 0, 58, 33]",19.0,91.72749519348145,"[167, 1, 56, 34]",horse,0.6096311475409836,0.6128329918032787
33,http://images.cocodataset.org/val2017/000000017178.jpg,"[256, 10, 224, 224]",bot_L,58138.0,"[0, 191, 58, 33]",19.0,94.32806372642516,"[2, 188, 53, 34]",horse,0.5769723360655737,0.6128329918032787
34,http://images.cocodataset.org/val2017/000000017178.jpg,"[90, 10, 224, 224]",bot_R,58138.0,"[166, 191, 58, 33]",19.0,93.11044812202454,"[166, 188, 53, 34]",horse,0.5769723360655737,0.6128329918032787
35,http://images.cocodataset.org/val2017/000000338304.jpg,"[94, 353, 224, 224]",centr,61543.0,"[75, 60, 75, 104]",20.0,,,,,2.497438524590164
36,http://images.cocodataset.org/val2017/000000338304.jpg,"[169, 413, 224, 224]",top_L,61543.0,"[0, 0, 75, 104]",20.0,,,,,2.497438524590164
37,http://images.cocodataset.org/val2017/000000338304.jpg,"[20, 413, 224, 224]",top_R,61543.0,"[149, 0, 75, 104]",20.0,,,,,2.497438524590164
38,http://images.cocodataset.org/val2017/000000338304.jpg,"[169, 293, 224, 224]",bot_L,61543.0,"[0, 120, 75, 104]",20.0,,,,,2.497438524590164
39,http://images.cocodataset.org/val2017/000000338304.jpg,"[20, 293, 224, 224]",bot_R,61543.0,"[149, 120, 75, 104]",20.0,,,,,2.497438524590164
40,http://images.cocodataset.org/val2017/000000182611.jpg,"[134, 160, 224, 224]",centr,80188.0,"[102, 90, 19, 43]",44.0,,,,,0.2615906762295082
